lang	topsim		incons		wordtype
31	-0.248741	0.286772	11
32	-0.370518	0.005714	7
33	-0.240963	0.151111	16
34	-0.274511	0.125000	12
35	-0.359517	0.000000	5
36	-0.320674	0.000000	9
37	-0.224832	0.049914	14
38	-0.251114	0.056838	15
39	-0.249398	0.001696	8
40	-0.440405	0.034270	10
41	-0.210641	0.036832	22
42	-0.164284	0.144934	19
43	-0.188465	0.081818	12
44	-0.227260	0.036649	11
45	-0.175286	0.028407	15
46	-0.218226	0.061416	8
47	-0.096906	0.009461	15
48	-0.393170	0.021226	9
49	-0.394044	0.001250	8
50	-0.301416	0.228525	19
51	-0.136426	0.281513	18
52	-0.479838	0.000000	4
53	-0.132513	0.055344	18
54	-0.280675	0.059761	11
55	-0.352020	0.028047	12
56	-0.238532	0.152256	11
57	-0.281509	0.074074	10
58	-0.130051	0.013453	17
59	-0.169400	0.063492	17
60	-0.228888	0.082534	13
61	-0.221321	0.053571	17
62	-0.297991	0.334684	22
63	-0.250983	0.191599	26
64	-0.234309	0.032609	9
65	-0.336490	0.245709	9
66	-0.215026	0.258333	28
67	-0.140298	0.082251	13
68	-0.150886	0.017352	15
69	-0.370381	0.004140	9
70	0.028248	0.033516	11
71	-0.342822	0.115742	14
72	-0.277970	0.052083	13
73	-0.494204	0.000000	4
74	-0.273006	0.051546	13
75	-0.213973	0.020040	30
76	-0.402420	0.000000	4
77	-0.057407	0.027778	11
78	-0.296465	0.002563	8
79	-0.362472	0.000423	8
80	-0.283671	0.020979	10
81	-0.291927	0.011577	15
82	-0.195765	0.050580	14
83	-0.274127	0.198795	25
84	-0.372508	0.010802	10
85	-0.212247	0.061927	11
86	-0.265217	0.091892	11
87	0.000509	0.048565	16
88	-0.295840	0.008889	11
89	-0.397559	0.028736	7
90	-0.302551	0.007974	14
91	-0.337213	0.031250	11
92	-0.316073	0.029605	9
93	-0.301152	0.000000	10
94	-0.163093	0.064425	13
95	-0.306300	0.228111	7
96	-0.288757	0.183544	13
97	-0.318719	0.025822	12
98	-0.146600	0.014286	8
99	-0.360512	0.006944	6
100	-0.221322	0.034091	9
101	-0.102515	0.413926	14
102	-0.275749	0.314308	31
103	-0.477585	0.000000	5
104	-0.550724	0.000000	3
105	-0.300264	0.006811	12
106	-0.183645	0.008964	9
107	-0.297505	0.000000	7
108	-0.330242	0.071066	13
109	-0.365296	0.004684	12
lang	topsim		incons		wordtype
0	-0.174156	0.107143	9
1	-0.214542	0.064489	23
2	-0.302634	0.013624	9
3	-0.205969	0.032903	19
4	-0.236006	0.054377	9
5	-0.151618	0.114448	22
6	-0.164138	0.135593	17
7	-0.182130	0.046243	10
8	-0.201508	0.209600	8
9	-0.211884	0.105876	17
10	-0.292629	0.052083	10
11	-0.351408	0.000000	6
12	-0.161365	0.134921	16
13	-0.319993	0.036697	17
14	-0.259126	0.109948	12
15	-0.376975	0.025000	7
16	-0.027659	0.121325	16
17	-0.096891	0.114297	11
18	-0.198180	0.017630	20
19	-0.345754	0.002121	8
20	-0.383091	0.037500	9
21	-0.380868	0.013904	8
22	-0.323656	0.030154	4
23	-0.251255	0.078740	15
24	-0.399370	0.000000	7
25	-0.068961	0.005081	12
26	-0.134857	0.215569	32
27	-0.240296	0.009784	18
28	-0.381811	0.025157	7
29	-0.231511	0.000000	6
30	-0.135675	0.001369	6
31	-0.219721	0.286772	10
32	-0.370518	0.005714	7
33	-0.236050	0.151111	16
34	-0.284187	0.125000	11
35	-0.359517	0.000000	5
36	-0.320674	0.000000	9
37	-0.212303	0.049914	15
38	-0.252256	0.056838	16
39	-0.252862	0.001696	8
40	-0.439431	0.034270	10
41	-0.219353	0.036832	22
42	-0.154691	0.144934	21
43	-0.188465	0.081818	12
44	-0.235545	0.036649	11
45	-0.178310	0.028407	15
46	-0.218226	0.061416	8
47	-0.100150	0.009461	15
48	-0.393895	0.021226	10
49	-0.394044	0.001250	8
50	-0.284098	0.228525	20
51	-0.131704	0.281513	21
52	-0.479838	0.000000	4
53	-0.134904	0.055344	18
54	-0.280675	0.059761	11
55	-0.359415	0.028047	12
56	-0.250261	0.152256	10
57	-0.279557	0.074074	11
58	-0.125008	0.013453	17
59	-0.126924	0.063492	18
60	-0.228888	0.082534	13
61	-0.246679	0.053571	17
62	-0.252960	0.334684	23
63	-0.260717	0.191599	24
64	-0.222029	0.032609	9
65	-0.326242	0.245709	9
